"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","fc_direction"
"ENSG00000203837",328.523735160225,0.387696717492473,0.0642182143423189,6.03717685804582,1.56833805052832e-09,8.34482344941969e-09,"PNLIPRP3",119548,"UP"
"ENSG00000114450",539.948015287176,-0.255384885915456,0.0644260487684258,-3.96400044387971,7.37041150135508e-05,0.000210557277388613,"GNB4",59345,"DOWN"
"ENSG00000158042",393.379851381438,0.377668386224971,0.0710690662868768,5.31410367346713,1.07183586316805e-07,4.59527857141105e-07,"MRPL17",63875,"UP"
"ENSG00000102007",648.978394613546,0.123279739022994,0.0529886372913756,2.32653159855951,0.0199902087886252,0.0357055883132213,"PLP2",5355,"UP"
"ENSG00000116489",2722.56075093389,0.0637166487979986,0.0270609930953415,2.35455692899043,0.0185448028308696,0.0333806450955652,"CAPZA1",829,"UP"
"ENSG00000164880",774.563124015384,0.147470648483197,0.0485671227647046,3.03642958627907,0.00239398016740749,0.00526503310164823,"INTS1",26173,"UP"
"ENSG00000143106",1708.17629252427,-0.356444983877082,0.0324221310270867,-10.9938789519817,4.08963715918976e-28,7.73301098016174e-27,"PSMA5",5686,"DOWN"
"ENSG00000042088",445.983735421534,-0.341482231064128,0.0702223712251606,-4.86286955433619,1.15696097556124e-06,4.32881628303769e-06,"TDP1",55775,"DOWN"
"ENSG00000120306",615.739855060356,0.269400069740624,0.0480430426378441,5.60747311054805,2.05301896470046e-08,9.69713188778369e-08,"CYSTM1",84418,"UP"
"ENSG00000155961",141.53872409761,0.659856558606893,0.0936433157754397,7.04648861632853,1.83489129135764e-12,1.31338396378928e-11,"RAB39B",116442,"UP"
"ENSG00000118412",594.689572060118,0.14088579142802,0.0562824646203761,2.50319157802152,0.0123078901439692,0.0229771031631263,"CASP8AP2",9994,"UP"
"ENSG00000115648",1548.5507416764,0.112089621984368,0.038838058509909,2.88607686081348,0.00390076882381095,0.00817471589249912,"MLPH",79083,"UP"
"ENSG00000150403",1195.197178063,0.294652337516357,0.0392043059064806,7.51581569175672,5.65571842624246e-14,4.62089309842892e-13,"TMCO3",55002,"UP"
"ENSG00000105778",736.944557665806,-0.14762911565229,0.0460134141713193,-3.20839299389153,0.00133478969228666,0.00308150891378965,"AVL9",23080,"DOWN"
"ENSG00000186153",549.806108088438,0.522892574587593,0.0593453913795381,8.8110055799191,1.24028192754751e-18,1.4257102157254e-17,"WWOX",51741,"UP"
"ENSG00000196449",313.900060784091,-0.268031617327292,0.0688964272839084,-3.89035582676569,0.000100097334651965,0.000279291049101013,"YRDC",79693,"DOWN"
"ENSG00000111581",596.521916988678,-0.243934942741335,0.0607725303260698,-4.01390137011776,5.97233102597161e-05,0.000173607319007337,"NUP107",57122,"DOWN"
"ENSG00000174151",225.041658294483,0.421284384057261,0.0780019461693989,5.40094708845273,6.62899779458254e-08,2.92856409418201e-07,"CYB561D1",284613,"UP"
"ENSG00000131023",598.246712978025,-0.189545996747926,0.0508103054480571,-3.7304636348171,0.000191127729924946,0.000511406532479517,"LATS1",9113,"DOWN"
"ENSG00000188807",234.055144466544,-0.442932459425933,0.101421290864963,-4.36725322314893,1.25818827298527e-05,4.09634488204123e-05,"TMEM201",199953,"DOWN"
"ENSG00000136048",255.345684085848,-0.199487797382307,0.0749514604268958,-2.66155984481287,0.00777795131653191,0.0152202957668861,"DRAM1",55332,"DOWN"
"ENSG00000171877",808.763365762195,-0.395081354563309,0.0501239031562733,-7.88209476288285,3.21937713356047e-15,2.88625239541599e-14,"FRMD5",84978,"DOWN"
"ENSG00000112306",3633.19751387154,0.266850330085303,0.0234418163978413,11.3835176232281,5.05200271124992e-30,1.02541523562258e-28,"RPS12",6206,"UP"
"ENSG00000105974",3642.76343632542,-0.878167807515433,0.0269596605942578,-32.5733999671523,9.7659937763023e-233,3.77943959142899e-230,"CAV1",857,"DOWN"
"ENSG00000163376",155.31675958657,-0.573814403611101,0.105112040716214,-5.45907395291001,4.78624385122621e-08,2.15548064828302e-07,"KBTBD8",84541,"DOWN"
"ENSG00000130255",1197.20049456139,0.206176484894335,0.0396421643046192,5.20093916442173,1.9828400262477e-07,8.1982808777549e-07,"RPL36",25873,"UP"
"ENSG00000213719",1753.33938001762,-0.185004332805494,0.0348010411275549,-5.31605741700097,1.06039701467932e-07,4.55464644484903e-07,"CLIC1",1192,"DOWN"
"ENSG00000132361",739.024667600685,-0.396973614003791,0.0545634291257229,-7.27545208145001,3.45262236498589e-13,2.65463216274743e-12,"CLUH",23277,"DOWN"
"ENSG00000183876",244.047331151627,-0.716231678374157,0.100737262621833,-7.10989816214169,1.1612861059398e-12,8.46361060261208e-12,"ARSI",340075,"DOWN"
"ENSG00000221829",220.109149347918,-0.419104512363144,0.108235513851771,-3.87215339446819,0.000107878021573466,0.000299417602311245,"FANCG",2189,"DOWN"
"ENSG00000156510",170.529155525271,-0.332872687084799,0.0909082313974131,-3.66163417732348,0.000250611547507056,0.00065917536623401,"HKDC1",80201,"DOWN"
"ENSG00000118655",243.510696461106,-0.365826797443089,0.0986690944894797,-3.70761279746106,0.000209222233180552,0.000557126175969313,"DCLRE1B",64858,"DOWN"
"ENSG00000070423",274.833497323194,-0.40522796072702,0.0887522123334465,-4.56583503749246,4.97509898897983e-06,1.70991412853925e-05,"RNF126",55658,"DOWN"
"ENSG00000081087",1679.2491447272,0.515175715356689,0.0311663075379195,16.5298925684373,2.23541707190465e-61,1.17969055476423e-59,"OSTM1",28962,"UP"
"ENSG00000136696",956.14994214052,0.663457726283541,0.0427769743891568,15.5096926736295,2.98303221532577e-54,1.27327220661515e-52,"IL36B",27177,"UP"
"ENSG00000181404",778.440892516547,-0.928940710673898,0.0471186884380061,-19.7149101867744,1.60601043538955e-86,1.47982390118037e-84,"WASHC1",100287171,"DOWN"
