Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
SRR2443216	68.57884424645863	53.0	32.129071269539345	16.666666666666664	100014411.0
SRR2443217	68.18729944311659	53.0	32.05849321942381	16.666666666666664	86792624.0
SRR2443218	80.07058336792463	54.0	32.547763742021935	16.666666666666664	107257415.0
SRR2443219	76.39486945066895	55.0	32.74985927796443	16.666666666666664	103747078.0
SRR2443220	74.78361968662564	55.0	32.99176482575705	16.666666666666664	93578105.0
SRR2443221	72.89302108358152	53.0	32.45960966497457	16.666666666666664	102798615.0
SRR2443222	74.34640213065256	53.0	32.422199633154904	16.666666666666664	102726193.0
SRR2443223	73.67773900019904	53.0	33.00671419619175	16.666666666666664	118013382.0
SRR2443224	65.9129600959071	51.0	32.82769856261748	16.666666666666664	95850129.0
SRR2443225	73.34288093346576	52.0	32.69574546157813	16.666666666666664	101634668.0
SRR2443226	65.61235330750573	52.0	32.435317215458596	16.666666666666664	91539612.0
SRR2443227	65.93935770279231	51.0	33.16114653087285	16.666666666666664	113165483.0
SRR2443228	73.21317573622694	54.0	31.748495085569	16.666666666666664	109922695.0
SRR2443229	64.9703703972913	51.0	32.47615952370223	16.666666666666664	98484274.0
SRR2443230	57.44186456632339	49.0	32.082514669591134	16.666666666666664	94037897.0
SRR2443231	58.88706957429905	49.0	32.35290906861944	16.666666666666664	92280893.0
SRR2443232	63.46193568569613	50.0	33.34952971918515	16.666666666666664	107916586.0
SRR2443233	63.110060433879966	52.0	33.15697777790876	16.666666666666664	104510506.0
SRR2443234	61.52130641821189	51.0	32.693212107816855	16.666666666666664	109943850.0
SRR2443235	64.05647007228347	51.0	32.21940558416663	16.666666666666664	100995661.0
SRR2443236	61.832829792415076	50.0	32.463817954060985	25.0	93416069.0
SRR2443237	74.05745232123212	53.0	32.44625955822745	16.666666666666664	120876230.0
SRR2443238	67.6189853487166	52.0	32.67324650339415	16.666666666666664	118432422.0
SRR2443239	70.63616409750475	52.0	31.700645216731022	16.666666666666664	94212839.0
SRR2443240	67.98062029622864	50.0	32.510225589639965	16.666666666666664	103713628.0
SRR2443241	67.35139069218644	51.0	31.936041927825475	16.666666666666664	96833641.0
SRR2443242	69.65130181697891	53.0	32.2462995857431	16.666666666666664	103093998.0
SRR2443243	68.47891315530487	52.0	32.50411142604305	16.666666666666664	104591204.0
SRR2443244	75.15862001076191	53.0	32.445913458854015	16.666666666666664	115068155.0
SRR2443245	69.15706667504662	53.0	32.45626450673907	16.666666666666664	111060883.0
SRR2443246	63.386376303577876	51.0	32.53257152234179	16.666666666666664	84315402.0
SRR2443247	65.6587454206404	52.0	33.02059261917929	16.666666666666664	98378355.0
SRR2443248	73.40570050849962	54.0	32.47831992836435	16.666666666666664	102312185.0
SRR2443249	76.81452684705155	55.0	31.795768024112434	16.666666666666664	102877382.0
SRR2443250	76.68421253270591	55.0	32.84725242484862	16.666666666666664	88984627.0
SRR2443251	73.83839937170963	54.0	31.73141323894358	16.666666666666664	91630287.0
SRR2443252	68.96422561409076	54.0	31.940727075381304	16.666666666666664	79716026.0
SRR2443253	82.58954874809518	56.0	29.77439635264387	16.666666666666664	164494384.0
SRR2443254	74.09529139159889	53.0	33.28115093281493	16.666666666666664	86969073.0
SRR2443255	71.96588319839086	54.0	31.742972881892445	16.666666666666664	91861093.0
SRR2443256	73.30684439350158	54.0	32.52610223893283	16.666666666666664	106021001.0
SRR2443257	76.81985556886752	56.0	31.828126537057564	16.666666666666664	89792099.0
SRR2443258	69.55174201401346	53.0	31.449453682307084	16.666666666666664	109598043.0
SRR2443259	70.53662094112005	53.0	32.459956672553176	16.666666666666664	98521845.0
SRR2443260	71.0486415328036	54.0	32.158547476946644	16.666666666666664	101810570.0
SRR2443261	76.13598535036124	55.0	32.14192239286172	16.666666666666664	112813205.0
SRR2443262	78.3535953881794	54.0	32.475814572162975	16.666666666666664	122276398.0
SRR2443263	72.7818493049851	55.0	33.06890946490759	16.666666666666664	101435993.0
